soaringfittness,2016-02-27 17:58:32,United States,The corona scruff 🤣 all natural . Yess I am growing out my hair so it’s going to be a very ruff summer lmao… https://t.co/fZDpnmDvJh
JaguarShoesCo,2011-01-24 20:06:33,"Shoreditch, London",We realise the majority of you will also be struggling due to the corona crisis… if you are in a secure position we… https://t.co/Ivhe6Wx5MQ
WilyBaba,2013-06-27 16:10:45,"Lekki Lagos, Nigeria","Ending Century still the come!!!
https://t.co/h09Qyg3OyF
HIV AIDS is okay for now Positive, Corona Virus is negativ… https://t.co/8ULMctZTxE"
arvindpassey,2008-02-17 03:17:43,"Delhi, India","My lockdown artwork for today. 
.
.
#corona #coronavirus #wuhan #China #lockdown #pandemic #art #artoftheday… https://t.co/vPukppUMzA"
koenig_luck,2010-03-23 00:50:47,Western Australia,"#therona.
#corona.
#aprilthefirst. @ East Victoria Park, Western Australia https://t.co/HssWHaeRFw"
LJILJANARD,2009-05-26 04:05:26,"Belgrade, Serbia","Fight corona 💪💪😷😷
Red carpet style 🌍
#staysafe 
#stayhealthy 
#coronavirusserbia 
#redcarpet @ Belgrade, Serbia https://t.co/CBuWz1IGp1"
MaazRashid57,2017-04-17 19:40:31,"Jajmau, Kanpur",Follow Us @MaazRashid57 . Pink colored stylish ladies belt with ss badge. Do Spread the brand instead of spreading… https://t.co/Yawzlz9ItM
gagakasep,2011-01-12 16:39:53,Bandung City,"I want a strong heart. So that I can keep running on my own, even if nobody needs me.
===========================… https://t.co/flGLtGzI8m"
bukunmipreacher,2010-11-01 10:43:48,bukade@gmail.com,"Good morning - I say #nomalaria 
#mydiary.

#april #corona #covid @ My House https://t.co/9cfJqBTLYJ"
Cecilia2701,2017-01-20 20:52:33,"024, Nederland",Getekend. https://t.co/YiBa6ZyvAG
BakePreet,2019-03-02 20:02:09,Sri Ganganagar,"This is just too much of cuteness you guys☺️

#couple #anniversary #2monthsold #bakepreet #lovegoals #foodblogger… https://t.co/gkWjSG0qw2"
graphicgrammar,2012-07-11 05:10:51,Mumbai,"The fun of travelling outside your outside. No, I will forgive.

.#StayAtHomeChallenge #SafeHands #CoronavirusIndia… https://t.co/OAa76SHCVm"
Airjara,2019-02-28 05:38:32,"Lagos, Nigeria",PLEASE stay indoors...its just temporary. We dont want to lose ANY of our customers o😊#corona#coronavirus#Lagos#nig… https://t.co/CYw258BBEj
HighClassyGuL,2013-05-22 00:32:21,"Tokyo,Japan",Buy now ! #fitnessmotivation #diet #workout #workingfromhome #corona #convid19  #promo #profeat #cookies #protein… https://t.co/rPAvTbSHAW
BobbieSeagroatt,2010-01-28 14:24:44,"Oxfordshire, UK","'Corona' isn't just a disease...
#oilpainting #mapainting #oilonpaper #homestudio @ Cropredy https://t.co/vZgkY6gmTy"
Jgil1031,2010-03-31 07:25:24,Los Angeles,Remember to try and be #active during the quarantine. Make your house a #gym. Do some #yoga and keep those endorphi… https://t.co/4glIFqgpkx
asianBBWts143,2015-12-11 18:23:48,,"i love my ponytail....keep safe and https://t.co/XCV5ZQpBUR home we corona virus go away.... 😘😍 @ Dasmariñas, Cavite https://t.co/gEXaYLSOYP"
sasryder,2012-07-20 20:32:42,Pune ,"Attention !!
✌️
Live Home
Be Safe
#itscoronatime #chinesevirus #pune #stayhome #besafe #india #homesweethome… https://t.co/GpzXTL86C2"
BobbieSeagroatt,2010-01-28 14:24:44,"Oxfordshire, UK","A real life corona....it's not just a disease. The sun during  a total eclipse in 1999
#corona @ Cropredy https://t.co/I2e09LgOV4"
STPictures,2013-08-10 09:24:08,Instagram @STStories,Together #stpotd #athome #homelife #corona #youandme @ Stamford Hill https://t.co/ijxDMqTIGb
SridarSruti,2018-11-16 04:44:10,"Pune, India","Oolala!! Summer has just started kicking in 🍂

I know that the world is in the right shape right now and we humans… https://t.co/K0b1jcrt46"
b_agosto,2009-04-26 04:01:27,En las nubes,Two looks created on IG Live a couple days ago. Maybe I’ll do more looks since I have more time on my hands due to… https://t.co/oIJwDg6nKx
fupalux,2016-11-16 13:12:13,Luxembourg,FOOTBALL:  Corona und der Fussball https://t.co/hJThvzurjv par FuPa Luxembourg #actufoot #football #luxembourg
arunkumar_n,2009-10-06 03:15:23,Bangalore,"Mar 2020 - Monthly update! 
A month dominated by #corona and lock-down. Gyms are closed. Ran outdoors a couple of d… https://t.co/91IrFIpfxQ"
SweetPirate,2009-12-31 12:01:21,"Essen, Germany",WHO THE FUCK IS CORONA? #essenhaeltzusammen #supportyourlocal #supportsmallbusiness #coffeepirates #rüttenscheid… https://t.co/zCMqcqX7tE
corkpops,2010-06-22 10:13:18,,#corona #isolation @ Cork https://t.co/8OGZJ2Sew8
nconneely,2009-02-26 16:21:39,"Los Angeles, CA",#nofilter #sunset #atardecer #sinfiltro #gold #oro #stayhome #stayathome #quedateencasa #redondobeach #covid19… https://t.co/Hnr6jcUepQ
pandya_urmi,2015-12-16 10:48:50,Ahmedabad,"Missing Rishikesh so so much 💞

I'm definitely going there after this Corona virus is over, where will you go?… https://t.co/pN8e2RJENM"
vito_raimondi,2009-12-17 00:54:11,Germania,Working right now on populist/nativist movements – because corona is not the only virus to watch out 👁… https://t.co/fiIWzVRHCn
urinteriodesign,2019-12-26 06:15:04,,Stay home stay Safe...It will be over soon #covid19india #corona #stayhome #staysafe #staystrong #indiafightscorona… https://t.co/CBEhJ2u7Je
ellenschepens,2012-03-31 12:40:26,,"""The empty street had its own story. But no one was there to listen..."" - Lonelybear || #stayhome #staysafe… https://t.co/ElOeywEsoT"
TomVierus,2014-04-06 21:10:22,Fiji,"Before all this Corona madness I spent some time in Guyana, a rather unknown country in South America. I was shooti… https://t.co/gu9jnRtjy9"
urinteriodesign,2019-12-26 06:15:04,,Stay home stay Safe...It will be over soon #covid19india #corona #stayhome #staysafe #staystrong #indiafightscorona… https://t.co/ryq2wEszXB
sasryder,2012-07-20 20:32:42,Pune ,"Awesome ways to pamper yourself as a Bride, when you are Quarantined !
Stay Home
Be Safe
#itscoronatime… https://t.co/tKrMVogX5Q"
AmitNBalgude,2010-01-13 13:18:54,mumbai,"1st APRIL in my life time till date nobody is FOOLING around or making FUN OFF.....

IS it a ""CORONA SYNDROME"" ? @… https://t.co/CVcel2DFtl"
emiliekateowen,2011-06-07 18:01:50,,Play doh burgers in your favourite dress #homeschooling #stayhome #corona @ Dorking https://t.co/bRLDvrIgWX
bandanahmiqassa,2013-07-21 13:40:52,"EAST AFRICA, WORLDWIDE",Wednesday 1st of April I wanna wish you guys good healthy and strong pockets keep on fights corona and be safe!!!!… https://t.co/RkShNOQfCE
euge83072037,2012-05-28 21:21:45,,"Station decon
#commuterlife #commute #covid_19 #coronavirus #corona #grovepark #decontamination #socialdistancing @… https://t.co/9KDWYfOZfp"
DJ_IMX_OFFICIAL,2018-03-19 01:56:51,Singapore,"Exactly how it feels...
.
.
.
.
.
#2020 #corona #djlife #youcanfuckrightoff #slapstick #ravenisleven… https://t.co/8wnOBTbIZg"
tnec_IN,2018-07-09 18:23:39,"Guwahati, India","4 more samples found corona positive in GMCH and has been sent for confirmatory tests. 
HBS has predicted the numbe… https://t.co/eNEduLpXAM"
megha_arora1327,2012-06-22 09:19:59,"Mumbai, India","Happy ashtami everyone...

We will win this battle against Corona virus by together like Maa Durga wins against the… https://t.co/TaSpdFNKXK"
IAmMrFrazier,2009-06-14 22:57:23,Ohio|International|Earth|,Okay can the government go ahead &amp; tell us that #corona was just a bad dream. A really bad April fools joke! PLEASE… https://t.co/sbel1LYcIH
madaboutlego1,2014-01-27 09:57:27,,"Woke up this morning hoping that it was an April fools joke. 
#lego #corona #coronaextra #covid #aprilfools @ Irela… https://t.co/aKrTFG33k8"
RiaTumimomor,2010-04-23 15:17:14,"Jakarta Capital Region, Indone","In time before corona.⁣

#beyootee_flower #byt_whiteflower #beyootee #april #life #dirumahaja @ CIMB Niaga https://t.co/rLE2yNIJsh"
drBeataCybulska,2014-03-26 17:08:20,,We are grateful to the NHS for their efforts to manage Corona virus pandemic. Stay safe. Stay at home. Save lives.… https://t.co/0lxXRs9y2b
MarkoOfSweden,2019-06-27 17:22:06,"Malmo, Sweden",In these #corona times this choice felt completely right. From today I am part of #liverpoolfc official #fifa… https://t.co/siYi5p8qFI
baisshivam,2010-07-04 12:49:15,Chhindwara,"Remember, no contributions is too small and every rupee count.....
Don’t remember amount just count....💊🩺🦠
#corona… https://t.co/49v4IxF5W2"
david_a_ellis,2012-05-18 20:38:39,Leicester,Day 9 Lockdown Training! Weights Sesh Complete!  #workout #gym #ironman #triathlon #training #fitness… https://t.co/G8rZ1Icj4B
harryspice28,2014-10-18 11:49:46,worldwide,Must Listen: Someone is asking if the corona virus in theasovilla is different from the one in Italy Spain or Ameri… https://t.co/VaTkFM6xSf
KayeHolland,2011-06-22 08:43:40,Instagram: KayeOHolland,"Sending out an S.O.S... The home hair cutting is not going well @gemmakiff gkstylist 💇‍♀️😩😷
#hair #haircut #hairdo… https://t.co/khyFrmrko2"
TheLivingShadow,2009-03-29 15:17:15,"Lansing, MI",I bet if it was reported Beyonce had Corona y'all wouldn't mind staying in doors and praying
gardkarlsen,2009-05-07 09:52:28,Norway,"Due to the corona situation, there might be travel restrictions this summer and maybe it is an oppertunity to see m… https://t.co/OWWSV3COPy"
themoussecoupe,2018-06-12 19:08:41,"Koregaon Park, Pune, MH","Share this to your story and start tagging your friends to get some free mousse 👨🏻‍🍳.
You’ll ain’t got much to do t… https://t.co/UshmSJe9eu"
SoFlyyTizzy902,2010-04-18 17:30:46,"Toronto,NewYork,LosAngeles,MIA","It’s Ya Boy Tizzy!!
PREVIEW II

****Full video Version coming soon****

Episode II - Corona Concerns

IG:… https://t.co/Z4wxdRSFwY"
Simsim_photoz,2019-07-25 13:06:00,Saudi Arabia,".. A VISION WITH AN IDENTITY ..
.
Swipe to see the full photo ⬅️ .

A pre-Corona photoshoot that I wanted to portra… https://t.co/yn2vo1kOdS"
curtgeenius,2011-01-12 02:41:30,"Buffalo, NY - ATL ","I guess it’s the best time to be a loner,
Uncle just passed from Corona.
Yesterday was tough...

COVID FLOWS… https://t.co/JEIBj3leHv"
SchaeferDan,2012-02-27 05:24:51,"Frankfurt, Germany",back to the basics! _______________________________________________ #shooting #training #rangeday #mood #yungwilder… https://t.co/LST9JfDPl9
BillyQue_B,2012-06-19 15:56:26,london,When You Feeling Yourself By Yourself In This Corona Season 🤦‍♂️🤦‍♂️ You Just Have To Smile 😊😊 And Thank God For Li… https://t.co/zVnrUKsj9b
jai9289,2012-02-17 20:14:09,trichirappalli,"When you're out of business for 21 days and can't be idle we start doing international business.
P.S : ignore the a… https://t.co/ByUOd8aGoP"
TonyJSelimi,2010-01-22 13:13:16,"London, England","Take Back Control...

Grab your copy of #Loneliness - The Virus of The Modern Age and learn a whole new way of navi… https://t.co/h9lP99fpnY"
dalintakam,2014-11-02 03:27:17,"Kerala, India","Bagmo device modified as India Covid19 Tracker https://t.co/ujohSnWJn8
#covid #covid19 #covid19tracker #corona… https://t.co/GFqFejYPUg"
highriseimmign,2020-03-28 08:25:24,,"Isolation 

#healthylifestyle #healthyfood #homedecor #hustle #doctor #corona #covid_19 #covıd19… https://t.co/PuFwBLhgfo"
ThreeTreeHill,2009-09-27 13:37:02,"Drakensberg, South Africa",We’re all taking turns to cook - Wiehahn is a dab hand when it comes to the traditional South African “frikkadelle”… https://t.co/3LhDs8LeZ7
peterucomedy,2011-04-03 19:10:00,World,"Happy new month people 
We shall overcome 🙏
#corona #covid19 
Sonofgrace grace #superstar #superstarmc #2020… https://t.co/W77o4b7PSF"
johnnyhousego,2010-10-20 10:21:37,Barnes Bridge and Warwickshire,"Tuesday nights exercise. Lots of people had the same idea! #corona #excercise #hammersmithbridge @ Fulham Reach, Lo… https://t.co/ycMNzE22bn"
harshvpandit,2016-01-27 09:12:52,,#Aadiyogi We Meditate &amp; Pray To Kill This Killer Virus Corona Who is Killing Everyone On https://t.co/KOSZHg5xDT Lo… https://t.co/DUUpg5Ralq
johnnyhousego,2010-10-20 10:21:37,Barnes Bridge and Warwickshire,Wednesday morning excercise with @nellhousego and darielhousego #barnescommon #corona #excercise @ Barnes Common https://t.co/CaZAGZ4sbI
NATMU2000,2012-11-07 10:19:39,"University, FL",Continuously practicing social distancing from my roommates to LOL #natmu2000 #socialdistancing #corona #covid19… https://t.co/wFUp1m7xK4
SkinSpecialist,2009-01-06 13:04:58,London | Essex,I just dug these out of the draw at home. And the belt still fits!!! #nhs #nhsnurses #TheGoodOldDays #corona #nurse… https://t.co/1CCik4So44
GervasioSantos,2009-04-16 18:33:42,"Weymouth, MA","Call me crazy, but last week’s pandemic was my best week of exercise! Scientists had discovered the majority of dea… https://t.co/uzLBQ47yWS"
CapitalGrim,2015-10-27 01:37:49,"Houston, TX",#moneyblu3single #grimcapitald #comingsoon #indiemusic #bidnessasusualentertainment #houstonartists #rapper #beats… https://t.co/ex5lMGYMXO
Takonok,2012-03-11 21:14:10,ประเทศไทย,"portrait of an asian women in a black mask, to prevent serious epidemics, concept of the covid-19 virus
.
#covıd19… https://t.co/FsGgcnUKlR"
erikwesselink,2010-08-10 07:08:32,"Meteren, Netherlands",Food delivery #aviko #avikozorgactie #thanks #toppers #corona #coronanl #covd19 @ Netherlands https://t.co/WN3vxDBSIA
PsychoMantra_MY,2011-02-09 21:17:21,"Malacca, Malaysia","Both my sons giving a try for rap challenge .. Bout Corona !!! 😂
Live recorded by me and edited by kelvinated 

sai… https://t.co/LzVFnKGhg3"
HSSA68485072,2018-06-14 23:50:49,"Johannesburg, South Africa","Today's confessions 
#healingschool#covid#healthylifestyle#immunity#yourloveworld#pastorchrisoyakhilome#pastorbenny… https://t.co/f8nI92ncCZ"
Modderbok,2013-01-14 04:11:59,All over Southern Africa ,Finally... balance will be restored... #beerdrated #oppieeersteeen #beerforayear #corona @modderbok windhoekbeersa… https://t.co/DEjRjcJqi5
lincocomedy,2017-03-10 10:59:17,"Lagos, Nigeria",Corona virus victims please let's pray for the world #covid19 #coronavírus #coronavirus #coronavirusvictims… https://t.co/R0enAbMl6r
BeerJabi,2009-06-18 17:09:48,Mumbai,"The #world going #gaga over #Dalgona
.
I don't give a #froth about it ha
. 
Still focusing on #photo ya 
.
Please e… https://t.co/MK841sITuj"
TerryDunnAcadem,2012-05-27 19:11:06,Motherwell Scotland ,"Lola - “So if we dress like animals Hugo , We don’t get this corona virus ? 
Hugo - Exactly 
Lola-  OK keep practic… https://t.co/PhTenz4bYT"
tnec_IN,2018-07-09 18:23:39,"Guwahati, India",A young man in Bihar was beaten to death precisely because he had informed the district control room about two coro… https://t.co/UJpFbIewkD
fatheroffalak,2017-10-01 09:56:27,"Lagos, Nigeria",Wow watch corona till the end ibksticks960 @ Confluence City Lokoja...Nigeria. https://t.co/8VvEs3xbmK
iamsmallmouth,2018-03-16 14:15:29,"Lagos, Nigeria","Corona Virus Killed A Lady Right in Front of Taiwo Bus stop Live in Lagos 

HAPPY NEW MONTH Love Once , Please alwa… https://t.co/1p6h320coH"
LifeHope131,2020-03-08 15:19:57,"Alpharetta, GA","Dr. Alan Einstein with einsteingeniuscare and partner of @LifeHope_13 on the @tcttv 
•
•
•
•
•
#news #update #faith… https://t.co/nIrgLJSV4G"
DrBettyUribe,2012-06-30 16:21:22,Southern California,"HAPPY WEDNESDAY!

Here’s the formula as we begin the next 30 days to slow the spread of Corona virus:

1. Work from… https://t.co/FMQVujMEm5"
Corona_NY,2011-08-08 01:49:10,"Corona, NY",Corona NY Wed Apr 1st AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31
kls_rt,2014-02-19 14:04:17,"Kolkata, India","Comic Strip 
Day 8
Quarantine
#21dayslockdown 
#21dayslockdownindia 
Kolkata, 2020
. . . .
. . . 
#covid_19… https://t.co/R6baGe449q"
ArunKumarAnant,2011-07-30 17:23:07,"Dehradun, India","Quarantine Day 7 - Lunch ! When Loved Ones Share Food during the Quarantine :)

Thank You Tanvi, Aditi &amp; Ekta… https://t.co/SmrYSGNcww"
herrbert74,2014-07-22 07:56:33,Kingston upon Thames,@BTC_JackSparrow Or you got back your taste after corona. 😋
sumanchakma,2011-01-03 11:01:02,India,#InPics Social distancing in #Mizoram to fight against Corona #MizoramFightsCorona #CoronaVirus #covid19… https://t.co/8etZgqsmCq
vibes_bangalore,2016-06-18 12:19:54,,"VIDEO WILL BE UPLOADED BY TOMORROW

SIDE EFFECTS OF CORONA  - Coming Soon 
YouTube_StayTunedStayUpdated
Subscribe o… https://t.co/ASrP2gFs1h"
julia_ault,2007-01-02 20:53:58,"Carmarthen, Wales  UK","How very true!
#stepuptotheplate #standupandbecounted #nowcouldbeyourfinesthour #covid #corona @ Carmarthen South W… https://t.co/RoXu32btjj"
farhanbhatti69,2010-11-28 07:09:36,"Dubai, UAE","New study reveals....
.
.
.
.
.
.
.
.
.
#corona #virus #coronavirus #covid #19 #covid19 #flu #quarantine #meme… https://t.co/7oOGzAZxJy"
IamFrenchie77,2009-07-15 15:50:14,Georgia,"Enjoying a beautiful #sunnyday .
.
.
.
.
.
.
.
.
.
.
.
.
#mixedbabies #lilking #lilman #curlyhair #corona… https://t.co/zFyeK3ifrq"
indiobotod,2008-07-26 03:32:36,,"Artworks submitted to #Queerantine2020:
(3) Kiss in the Time of Corona Virus (2020) • ink on 6.5 x 4.5 inches water… https://t.co/0cfQWcBNVv"
UrbanJump,2016-07-02 13:21:13,"Heathfield, England",What the NHS and all the other incredible support services and workers are doing here in the UK and all across the… https://t.co/vMxuqdTGX8
igorunuk,2009-12-30 17:39:24,Slovenia,Healthy walk @ Betnava Mansion #maribor #igmaribor #manor #castle #walk #woods #wood #tree #serenity #corona… https://t.co/fwhEWOx68k
webeyondbeauty,2016-11-26 05:01:53,"New Delhi, India","Staring at Corona🥴
.
Hahaha!! This one's from my newest video tried to click a picture without grinning😁

Link in b… https://t.co/WivTGVwjMO"
ErKamran,2012-10-31 10:42:12,Delhi,"Quarantine Day 10 😷

#corona #side #effects #quarantine #stayhome #staysafe #chickenlovers #tiktokindia #trending… https://t.co/5XPSSrLNPE"
TopLab_Berlin,2017-11-12 09:45:32,"Neukölln, Berlin, Germany","Following governmental advice of social distancing, we will try to get together online for our next reading group.… https://t.co/ZmDdgmNJx2"
TheFounder2013,2009-12-28 06:36:01,"Gujarat, India",🙏🚩WORLD PEACE MISSION 🚩🙏🚩CORONA 21 DAYS LOCK DOWN 💊 🔭 💉  STAY @ HOME PROGRAM 🏘🏚🏕 BarOlympic 2020 ⚽🏏🏓🏸🏊‍♀️ Score Car… https://t.co/DQdem64M8o
talifreaks,2010-01-27 11:23:50,Capri / Italy,Fuck the corona virus 🖕😜😎 #fuckthecornavirus #talifreaks #tbt #friends #memories #willbebacksoon #sunshine summerti… https://t.co/IPX1c6H3Qq
CatvDogByHerb,2012-09-30 21:42:18,"Los Angeles, California","I'd like to sock that Corona virus right'n the old kisser!!!
#virus #pandemic #corona #safedistance… https://t.co/2VzoQbqfft"
BogwasiPesa,2012-11-09 17:57:10,Maun,"Lockdown Poses

(Second swiping for the ladies 🤭)
.
.
.
.
.
.
#quarantinestories #lockdown2020 #botswana🇧🇼… https://t.co/LfVMeM8oQ3"
funkytunz,2014-08-30 18:22:41,worldwide,"Vanilla - Out now!!!

See full clip on BIO

How's your quarantine going??? Mine is crazy boring #stayhome #staysafe… https://t.co/A3l0SbwiSj"
Razkani_jide,2017-08-06 09:24:22,,"Self-isolation boredom ain’t cool 😒🙁
Stay home, stay safe
#BoredInTheHouse #Corona @ Abuja, Nigeria https://t.co/3ILaIcbr8L"
mkammah,2012-11-25 16:44:49,Egypt,In support of fighting Corona virus https://t.co/HZu4FmTDqM
elitkost,2010-02-18 16:46:16,"Sweden, Near Gothenburg","Todays preparation for the coronastayathomecookingfood day #7
Master chef Tommie😜😬 #washyourhands #corona #foodporn… https://t.co/PDslPQgFSR"
CrossFit_TFB,2016-05-30 19:53:11,"Largo, FL","Wonder if the beach misses me? #corona #socialdistancing @ Indian Rocks Beach, Florida https://t.co/rGHU6sEzNg"
tastytabldelite,2015-03-01 16:05:08,"Modinagar,INDIA","Happy Ashtami to everyone 🙏🙏
.
Really a very bad time for all indians 
Mata rani sab thik kregi don't worry or is c… https://t.co/msWbpcMqYS"
LasGidirealtors,2016-07-13 13:31:22,"Lagos, Nigeria","During this period, all we need to do is to follow the instructions and guidelines laid down by the local health wo… https://t.co/7idzi7Yfs7"
Irvingmoedt,2009-09-15 11:35:19,"Utrecht, Nederland",Still working from home till at least the end of April and probably longer #workfromhome #corona #dog @ Utrecht https://t.co/pslvN0wF2L
zonj3records,2017-01-12 17:04:14,"London, England",Don't catch corona through the hotline bling. Stay safe fam (just little comedy) 🔥 @ United Kingdom https://t.co/ql6zgvhk5g
promobricks,2013-11-21 15:52:47,Germany,Limited Promobricks Building Bricks for Happiness Minifigure #youtube #corona #legominifigures… https://t.co/PEDqnauNnh
FerranteTim,2017-11-29 22:41:18,"Hartford, CT",Tough times out there in this cold world.   I hope everyone stays safe and practices social distancing… https://t.co/j1YUKC1wib
